word,answer
rigid,"נוקשה</hr>“Yes, you know, movement that’s not rigid, not prescribed and inflexible, yet is still deliberate, with specific intent as well as precise objectives. "
rigidity,"קשיחות</hr>Tall and broad-shouldered, he had a statuesque rigidity. "
rile,"ריל</hr>“Riding the rile of the rids to the right,” Spook said with a nod. "
Riot,"מהומות</hr>“Actually,” Kelsier noted, “it seems she can Riot people’s emotions as well.” "
rivulets,ריבולטים</hr>Rain pattered against the glass and ran down in snaking rivulets. 
rote,רוטה</hr>Stop throwing yourselves into your graves as if by rote. 
rouse,Rouse</hr>We can’t rouse her. 
roused,"התעורר</hr>She didn’t look inclined to bother to stand unless Six told her that it was necessary that she do more drawings, but it was clear that her interest had been roused. "
rubble,"הריסות</hr>Chapter 36 Kahlan stepped carefully among the rubble of ancient buildings that had over the millennia crumbled and eventually toppled, sending sections tumbling down the steep hillside. "
ruddy,"אנונימי</hr>Lord Tresting frowned, glancing up at the ruddy midday sky as his servants scuttled forward, opening a parasol over Tresting and his distinguished guest. "
ruefully,למרבה הצער</hr>The room remained quiet for a moment longer; then the silence was broken as Yeden began to laugh ruefully to himself. 
rugged,"מחוספס</hr>He has charisma, and the women of court would probably describe him as handsome, in a rugged sort of way. "
rumble,"ראמבל</hr>Despite the steady roar of the deluge and the rumble of thunder, it appeared that the village was sound asleep. "
ruse,"רוסה</hr>Kahlan wondered if this was confirmation that he was not in her mind, or if for some reason he was still carrying out a carefully crafted ruse. </hr>If he maintained his impersonation half as well as he maintained order in his mansion, then Vin doubted anyone would ever discover the ruse. "
sack,"שק</hr>He paused near the garden well, and—burning bronze to make certain no Allomancers were near—reached into a stand of bushes to retrieve a large sack. "
sauntering,"מתפתל</hr>The Mistborn crewleader burst through the door with his cheery enthusiasm, Dockson sauntering along behind. "
scalp,קרקפת</hr>His leathered skin and bald scalp made him look more frail than they did wise. 
scant,דל</hr>There are any number of possibilities but at this moment scant evidence to go on. 
Scavengers,אוכלי נבלות</hr>Scavengers.” 
scion,"נצר</hr>“What if, instead, she were simply a young scion I brought with me to Luthadel? "
scowl,"זועף</hr>Cara’s only answer was a scowl. </hr>She put on her best scowl. </hr>She kept glancing up at Vin’s table, covering a scowl. "
scraggly,מקושקש</hr>Her progress across the scraggly landscape was incredibly swift. 
scraped,גרוטאות</hr>Rachel could hardly eat because her tongue was so raw and scraped—not that they gave her much to eat anyway. 
scrawny,"קשקוש</hr>Indeed, she was hardly enticing; scrawny with a youthful face, she supposedly didn’t even look her sixteen years. "
scribbling,"שרבוט</hr>She didn’t add that she knew, from peeking through the keyhole, that he was sitting at his desk scribbling on some papers. "
scribe,"סופר</hr>Then the two crossed through the entry chamber—passing the overweight crewleader, who stood speaking with a scribe. "
scribes,"סופרים</hr>“Some of Clubs’s apprentices occasionally work as scribes,” Kelsier said. </hr>She had picked it for its large lettering—was paper really so expensive that scribes needed to cram as many lines to a page as possible? "
scrimp,"סקרמפ</hr>Always before, she had needed to be a scrimp with her Luck, holding it in reserve, using up morsels sparingly. "
scrounge,"סקרונג'</hr>“There’s a fresh bath for you in the room at the end of the hallway, and I had Clubs scrounge you up a few changes of clothing. "
scurried,"התרוצץ</hr>He seemed only too eager to do her bidding and scurried off. </hr>She watched him approach the base of the wall, then scurried over to him. "
scuttled,"להטביע</hr>Lord Tresting frowned, glancing up at the ruddy midday sky as his servants scuttled forward, opening a parasol over Tresting and his distinguished guest. "
scuttling,"Scuttling</hr>As he landed on a rooftop, he caught a glimpse of Hoid scuttling over to pluck the coin off the ground. "
seamstress,תופרת</hr>My wife is a seamstress there; she tells people I’m in the Luthadel Garrison.” 
sediment,משקעים</hr>“So you get some of the sediment.” 
Seemingly,"כנראה</hr>Seemingly in sympathy with the tempestuous intensity of the lightning out beyond the wall of windows, the air in the room fairly crackled with the power that had been focused into what was obviously, even to Richard’s untrained eye, an extraordinary conjuring. "
seer,"רואה</hr>Still, her momentum had whipped the seer down around and under the balcony, where her leg smacked a support strut that broke her leg. "
semblance,"מראית עין</hr>Even so, there was a semblance of sight; there were colors and, on occasion, obscure shapes that seemed to loom up and just as quickly vanish. "
serene,שלווה</hr>She felt . . . serene. 
servile,"העבדים</hr>Never ones to be servile, the two nonetheless showed no evidence of wanting to argue with their stormy leader. "
shabby,"עלוב</hr>The garment wasn’t shabby, but nor was it as rich as others at the party. "
shaft,"פיר</hr>She released some of the tension and let the lock lower, then jerked it a little, twitching it rapidly up and down, trying to jiggle the shaft of the metal bar up through the hoop. "
shafts,"פירים</hr>With shafts as wide as an eye socket, the nail-like spikes were long enough that their sharp points jutted out about an inch from the back of the man’s clean-shaven skull. "
shank,שוק</hr>The loop of the string was just below the end of the lock’s shank. 
shawl,"הצעיף</hr>She stepped to the side, handing her shawl to an attendant, and Sazed relaxed beside her. </hr>They stepped up to the squat ballroom building—one of several low wings extending from the main keep—and a servant took her shawl. "
shears,"שירס</hr>As soon as Violet had Rachel back, one of the first things she did was take a big pair of shears and chop off Rachel’s long, beautiful blond hair. "
sheaths,"נדנים</hr>Kelsier nodded, tying on the belt—it had no buckle, but it did contain two small sheaths. "
shin,"שין</hr>Rather than admitting defeat, and before she blacked out from lack of air, she used all her muscle to drive the heel of her boot into his shin. "
shivering,"רועד</hr>He realized that he was shivering, but he couldn’t seem to make himself stop. "
shone,"זרח</hr>The flat spike ends shone like two silvery disks, sticking out of the sockets in the front, where the eyes should have been. "
shooing,"שושינג</hr>And then he just found himself shooing them off, telling them to go back to their nurse. "
signifies,"מסמל</hr>""It hardly signifies, anyway."" "
silhouette,"צללית</hr>Atop the balcony railing, a dark silhouette blotted out the moonlit countryside beyond. </hr>Behind, Six appeared in the opening through the wall, a black silhouette against the sunrise. "
silhouetted,"צללית</hr>Just below it, Kelsier could see the silhouetted tip of a dark peak. "
simplistic,"פשטני</hr>It has a level of brashness that you might find appealing, but you would find the theology simplistic.” "
simply,פשוט</hr>Vin wasn’t on duty; the watch-hole was simply one of the few places where she could find solitude. 
sinuous,סינוס</hr>A sinuous smile slipped across Six’s features. 
Sisters,אחיות</hr>Those four Sisters of the Dark had—on Kahlan. 
slender,"דק</hr>The light of a single lantern flickered weakly through the slender windows to either side of the door, reflecting a pale, shimmering glow off the wet floor of the portico. </hr>She looked over her shoulder and was startled to see a slender girl with short, dark hair standing timidly just at the edge of the faint lanternlight. "
slit,לשסף</hr>Her boots wouldn’t fit through the slit. 
slouch,"סלואוץ'</hr>She walked with a slouch, eyes down, sticking near to the side of the street. "
sluggish,"איטי</hr>“I see them being sluggish, even for skaa. "
sluggishness,"איטיות</hr>There was a sluggishness to their efforts—but, of course, that was the way of the skaa. "
slums,"שכונות עוני</hr>They live in slums, work in mills and smithies the entire day, and half of them still starve.” "
sly,ערמומי</hr>His smile grew sly. 
smidgen,סמידגן</hr>She expended just a smidgen; she’d need the rest for the job. 
smocks,"סמוקים</hr>Hundreds of people in brown smocks worked in the falling ash, caring for the crops. "
smoldering,"סמולדרינג</hr>Only a blackened, smoldering scar remained. "
sniffling,"רחרוח</hr>Vin realized she was sniffling slightly, and she felt a tear on her cheek. "
soil,אדמה</hr>He supposed the ash must break down into soil eventually. 
solemn,"חגיגי</hr>“Don’t look so solemn, my dear fellow,” Breeze said. "
solitude,בדידות</hr>Vin wasn’t on duty; the watch-hole was simply one of the few places where she could find solitude. 
somber,"קודר</hr>Anyone who spent any time with her would have surely thought she'd prefer something darker, more somber. "
soot,"פיח</hr>Ashfalls weren’t that uncommon in the Final Empire, but Tresting had hoped to avoid getting soot stains on his fine new suit coat and red vest, which had just arrived via canal boat from Luthadel itself. </hr>Working with their heads bowed, bodies stained by soot and sweat, they were so hard to tell apart. </hr>The puffs of soot fell like black snowflakes, descending upon the dark city of Luthadel. </hr>He wasn’t dirtied by soot—none of the crew had ever been, the few times Vin had seen them. "
Soother,"סותר</hr>“Soother, eh?” "
soothing,"מרגיע</hr>“There will be room,” Sister Armina said with soothing assurance, cutting off Sister Cecilia’s habit of always assuming the worst. "
sound,קול</hr>It seemed sound. 
sowed,"זרע</hr>Anyway, when he went to the Temple of the Winds he sowed the seeds for their cause to rise again at some future time. "
spartan,"ספרטני</hr>Perhaps another might have found the room cramped and spartan, but to Vin it seemed lavish. "
spectacles,משקפיים</hr>Why is he wearing spectacles? 
spike,"ספייק</hr>As he turned, Kelsier was able to see that a thick metal spike had been pounded tip-first through each of the man’s eyes. "
squabble,"להתקוטט</hr>“He’s known to let his nobility squabble, probably to keep them off-balance. "
squabbling,"התקוטטות</hr>“If the houses would stop squabbling, we might be able to gain some real power in the government—rather than just bow to the whims of the Lord Ruler.” "
squander,"בזבוז</hr>High nobles kept different schedules from regular people; the ability to afford, even squander, lamp oil and candles meant that the wealthy didn’t have to bow before the whims of season or sun. "
squirm,"להתפתל</hr>However, Sazed’s calm displeasure made her want to squirm. "
squirmed,התפתל</hr>Vin squirmed a bit beneath their scrutiny. 
stalked,"גבעול</hr>With that, the older man turned and stalked in a limping gait from the room, slamming the door behind him. "
staves,"סטבס</hr>However, we’re going to need more than staves. "
sterile,"עקר</hr>Otherwise, without the key, everything that has come before, meaning what has been used from this book, will not only be sterile, but fatal. "
stern,"שטרן</hr>He hadn't seen his children yet today, and he supposed he ought to, but he didn't want to spoil the day by saying something stern, which he inevitably seemed to do. "
sternly,"בחומרה</hr>“This is no time for levity,” Tepper said sternly. "
steward,"דייל</hr>“You mean, how did a Terrisman steward end up as part of a rebellion intending to overthrow the Final Empire?” "
stewards,דיילים</hr>“But I know that the high nobility prefer Terrismen stewards and attendants.” 
stipend,"קצבה</hr>The Great Houses get to buy a monthly stipend of atium, which is one of the main ways the Lord Ruler controls them. "
stool,"שרפרף</hr>Six hadn’t cared at all about the stool. </hr>The boy who had fetched Vin sat on a stool beside Clubs, and he was obviously making a point of trying not to look at her. </hr>He sat on the stool by her bed, hands clasped with his elbows on his knees, watching her by the faint light of a lantern. "
stout,סטאוט</hr>She stopped when she saw a stout branch lying on the ground. 
stretches,מותח</hr>People don’t come here for stretches.” 
strife,"מריבות</hr>He said that it’s a time of great strife among the wisps, great sadness and worry. "
strike,שביתה</hr>It was a perfectly executed strike. 
strode,סטרוד</hr>People respectfully made way for the Mord-Sith as she strode up to a spot near the pond. 
structures,"מבנים</hr>In the sporadic displays of distant lightning, she could just make out the hulking shoulders of dark structures standing like ghosts beyond the billowing sheets of rain. "
stubble,זיפים</hr>She could hear it rasp against his stubble. 
stud,"פתוח</hr>Little more than a stud, not even worth stealing, which was why she didn’t fear leaving it in the back room. </hr>“It’s just a small stud, and the pin on the back bends down.” "
studs,"ומשובץ</hr>His earlobes had been stretched out, and the ears themselves contained studs that ran around their perimeter. "
stumble,למעוד</hr>I fear that I’ll stumble from nervousness on the dance floor. 
subdue,"להכניע</hr>There was something quietly noble about her spirit, about the way the figure stood with her back arched, her hands fisted, and her head thrown back as if in defiance of invisible forces that would subdue her. "
subjugation,"שעבוד</hr>We are eager to do as we are told, quick to seek subjugation. "
subservient,"כנוע</hr>The skaa might be subservient, but they were incurable gossips. </hr>Make sure you remain subservient, Camon. "
suffocate,"חנק</hr>The wrong fit, however, can suffocate.” "
suffused,"ספוג</hr>He felt suffused with her presence, as if he had really been with her, only to be pulled away by being awake. "
suitor,"מחזר</hr>“A suitor,” Vin said. "
survived,"שרד</hr>CHAPTER ONE I have survived Day Three Post-Christian, and my first day at work. "
swindle,"נוכלות</hr>“Camon tried to swindle Marsh a few months ago, and he brought the girl with him then, too. "
sympathetic,סימפטי</hr>“A nobleman sympathetic to the skaa? 
tailored,"המותאמים</hr>It seemed to have been tailored to be loose and relaxed, defying the traditional sharp, well-cut fashion. "
tally,"טלי</hr>“Excellency, there were numbers beyond counting, and I stopped counting at several thousand without having made much headway in a full tally. "
tantrums,"התפרצויות זעם</hr>Not like you, a pompous little twit who thinks herself important because of the extravagance of her tantrums, but a real queen. "
tapered,"מחודד</hr>As it came closer, Richard saw that it looked more like numerous arms—tapered, long, undulating objects—fanning open from a central element that for some reason he could not quite figure out. "
tapping,"הקשה</hr>He reached inside with his mind and touched the tin, tapping powers he still barely understood. "
tardiness,"איחורים</hr>“I suppose his tardiness leaves us with a chance for some refreshment. </hr>“Are we to receive any explanation for your tardiness?” </hr>“. . . don’t regret my tardiness,” a familiar voice said from inside. "
teetered,"מתנודד</hr>It teetered, then fell out the window and began to plummet directly toward Kelsier. "
telltale,"מסגיר</hr>Zedd stared off as he puzzled at the question, the way one would listen for any sound, but Nicci knew that he wasn’t exactly listening for a telltale sound. "
temerity,"תעוזה</hr>Even now, more than a month after it had happened, he couldn't quite believe that the sun had had the temerity to tease him so. "
tenacious,"עקשן</hr>He was nothing if not tenacious. </hr>No, she reflected with a rather impressive (in her opinion, at least) display of self-honesty, there were two things about her that colored her every action— she liked to act quickly and she was tenacious. "
tenaciously,"בעקשנות</hr>Other than Kahlan, he didn’t know anyone who could focus on a goal as tenaciously as Nicci. "
tendrils,קנוקנות</hr>We know how to avoid the Steel Ministry’s tendrils. 
tenements,"שיכונים</hr>The tenements and shops were uniform in appearance; this was not a place to draw attention to oneself. </hr>My family doesn’t have to live in packed skaa tenements, nor do they have to worry about starving. "
tentative,לא סופי</hr>Vin accepted her cup with a tentative hand. 
tentatively,"בהיסוס</hr>She reached out tentatively—not even really sure what she was doing, or why she could even do it. "
textile,"טקסטיל</hr>Well, scamming noblemen and obligators was a very dangerous profession—but it certainly beat working in the forges or the textile mills. "
the,"ה</hr>“Once, the queen sent an emissary to ask if I would recant my vision. </hr>The Mistborn crewleader burst through the door with his cheery enthusiasm, Dockson sauntering along behind. "
The,ה</hr>The safe appeared over the lip of the floor above. 
theocracy,תאוקרטיה</hr>“Those Inquisitors won’t just let us throw their pretty theocracy into chaos.” 
There,"שם</hr>“There will be room,” Sister Armina said with soothing assurance, cutting off Sister Cecilia’s habit of always assuming the worst. "
thigh,"ירך</hr>His thigh was swollen and painful to the touch but, fortunately, not torn open. "
thighs,הירכיים</hr>Her thighs ached with the effort. 
this,זה</hr>“And how does this connect with the symbols at the First Wizard’s enclave?” 
thought,"מחשבה</hr>Even Phillip, who'd thought himself impervious to the vagaries of the weather, had felt his spirits lighten, his smile widen. "
threes,שלשות</hr>I think it would be best to shield it behind an invocation of threes.” 
throbbed,פועם</hr>Her back still throbbed; Camon had whipped her the day before. 
Thug,בריון</hr>“I’m a Thug.” 
thump,חבטה</hr>You won’t even— A muted thump sounded as someone dropped a stack of books onto her table. 
tidbits,"tidbits</hr>“But, sometimes, there are little tidbits of information floating around, things people saw or overheard, and the people who saw or overheard them start to gossip about those tasty tidbits. </hr>She would probably have to figure out what that meant on her own; experience told her that a powerful man like Kelsier would withhold knowledge from her as long as he could, stringing her along with occasional tidbits. "
timid,"ביישן</hr>She was paranoid, true, but not timid. "
Timid,ביישן</hr>“Timid?” 
tin,"בדיל</hr>Kelsier burned tin. </hr>Iron, steel, tin, pewter, copper, bronze, zinc, and brass—the eight basic Allomantic metals. </hr>He burned tin, and felt it flare to life in his chest, enhancing his senses. "
tiredness,"עייפות</hr>He wanted an explanation, needed one, for this awful tiredness that seemed to be taking over. "
tobacco,טבק</hr>Kelsier raised an eyebrow; tobacco was an expensive luxury. 
tome,"טומה</hr>Even as she watched, Elend pushed one tome aside—leaving it open to a specific page—and pulled over another. "
tongs,"מלקחת</hr>“Then,” he said, turning back, “the inquisitor pushes the jaws of a pair of tongs deep into the belly and gropes around until he is able to grab hold of a bit of the small intestine. "
transfixed,"טרנספיקס</hr>Chapter 4 Richard stood transfixed, staring at Nicci poised in midair just above a heavy library table, a net of glowing green geometric lines tangled all around her. </hr>Six stood transfixed, staring at it as if no one else were there with her. "
transgression,"פשע</hr>Violet had said that it was going to take a long time for Rachel to earn forgiveness for such a serious transgression, and also for showing disrespect by escaping the castle. "
transgressions,"עבירות</hr>In the long march of weeks, after being sent to the tents almost nightly as punishment for their transgressions against Jagang, they both looked to have aged years. "
translucent,"שקוף</hr>The translucent shape whipped past his face, just missing him. </hr>Kelsier seemed to fuzz slightly to her eyes; then a translucent, wraithlike image shot out into the mists in front of him. "
Translucent,"שקוף</hr>Translucent blue lines sprang into existence around him, visible only to his eyes. "
transportation,גירוש</hr>An unfortunate attribute in a man who deals in transportation.” 
trimming,"זמירה</hr>“I’ve still got a little bit of trimming to do, Master Kelsier,” the woman said. "
twirling,"מסתובב</hr>“So, how was the aforementioned twirling, anyway?” "
twixt,"טוויקסט</hr>“Why’d he pick you to be his twixt, anyway, Vin?” "
unassuming,"צנוע</hr>He turned out to be an unassuming man, and Vin had trouble understanding why the other two were so displeased about his attendance. "
Unbeknownst,"ללא ידיעתו</hr>“Unbeknownst to me as I did my best to forget the outside world, Ann and Nathan, driven by prophecy, had helped George Cypher recover The Book of Counted Shadows from the Wizard’s Keep. "
undignified,לא מכובד</hr>He struck me as a bit undignified for one of his station.” 
unduly,"שלא לצורך</hr>The Terrisman seemed, in Vin’s opinion, unduly worried about her exchange with the young nobleman. "
unopposed,ללא התנגדות</hr>Jagang will have the New World unopposed.” 
unsettling,"מטריד</hr>“Excellency, I am afraid that I must report some unsettling news. "
unspectacular,"לא מרהיב</hr>They hadn’t really talked about anything important, and Elend himself was decidedly unspectacular for a Great House lord. "
unwholesome,לא בריא</hr>The stench was like a toxic cloud that always followed along with them to serve to remind anyone they came upon just how unwholesome these men really were. 
upward,"למעלה</hr>She turned her eyes upward. </hr>Then her body lurched, pulled upward by the belt. "
urchin,"קיפוד</hr>Yet, she wasn’t really Vin the urchin anymore. </hr>Let her go be a normal street urchin again for a bit.” "
used,"להשתמש</hr>My gown is a pair of trousers, rubbed to make them seem old and well used. "
usurped,"גזל</hr>“That may be, but Six has already usurped Shota’s authority in her own territory.” </hr>“Six usurped the witch woman who lived up here—Shota. "
utensils,"כלי</hr>“From drinking water contaminated by metals, or by eating with pewter utensils.” "
vagaries,"גחמות</hr>Even Phillip, who'd thought himself impervious to the vagaries of the weather, had felt his spirits lighten, his smile widen. "
vanquish,לנצח</hr>Many sacrificed to see to it that our valiant troops have what they need to vanquish the enemy.” 
veered,סטה</hr>Richard veered around a long stone table set against the wall beneath a huge painting of a lake. 
vehemence,"נחרצות</hr>Shan said the words, even the insult, without vehemence; she simply seemed to take it for granted that Vin would agree. "
venison,בשר צבי</hr>Kahlan reached into her saddlebag in the pile near her feet and pulled out a strip of dried venison. 
vent,וונט</hr>He loved being close to Richard during play so he could see Richard vent his rage on the Ja’La field in a way that the other teams didn’t expect. 
veracity,אמיתות</hr>“And how are we to verify the veracity of this testimony?” 
vermin,ורמין</hr>They will willingly see their towns and cities burn if those blazes destroy the vermin who eat away at their lives. 
versed,בקיא</hr>Apparently he was well versed indeed. 
vex,וקס</hr>She felt like cheering those unknown men far away who were beginning to vex Jagang with the damage they were causing. 
Vibrant,"תוססת</hr>Vibrant red light, sparkled with lines of blue, fell from the rose window. "
vicinity,"הסביבה</hr>It’s not yet active enough for me to tell the purpose of the Subtractive element, but the words inscribed on the coffin and walls indicate that the constituent composition in there was intended to be used to aid in the acquisition of the power of Orden, so they act in a harmonic response after having been in the vicinity of that specific power.” "
vigil,"משמרת</hr>Sazed’s quiet vigil had forced them to stand, waiting in the tense room, not speaking or moving. "
vipers,"צפעים</hr>To Kahlan, they were vipers. "
virulent,"ארסי</hr>There’s probably no way to predict how it will change, but from the evidence here, it appears that it’s only going to become more virulent. "
volition,"רצון</hr>It sounds like he was acting on his own volition, and not that of a witch woman,” Zedd said, sounding a little relieved. "
voluptuous,"התנדבותי</hr>She was also more voluptuous, and far more vivacious. "
vulture,"נשר</hr>When Sister Armina once noticed the raven, she thought that it was a vulture following them across the desolate landscape. "
waddling,"דשדוש</hr>“Come,” he said, turning and waddling toward the indicated door. "
waif,אנונימי</hr>She often went on and on at great length about all the trouble she and her mother had gone to for Rachel only to have her turn out to be an ungrateful waif. 
waning,דועך</hr>“Summer is waning. 
wanted,"רוצה</hr>He wanted an explanation, needed one, for this awful tiredness that seemed to be taking over. "
watched,צפה</hr>Nicci watched it all happening from a distant place on the cusp between worlds. 
wearing,"לובש</hr>Waiting for something that never came was wearing, even if you knew it was inevitable. "
weigh,שוקל</hr>“But I have had to weigh and consider matters outside your purview and on everything put together I have made my decision. 
wench,"וונץ'</hr>“Damn wench,” Camon muttered, grabbing her by the shoulders and shaking her. "
whistling,שורק</hr>Anything else is just whistling on your way to your grave.” 
wiggle,"להתנועע</hr>Working swiftly and using all his muscle, he finally managed to get the peg to wiggle. "
Willfully,בזדון</hr>“Willfully turning aside from the truth is treason to one’s self.” 
wilted,"נבול</hr>Wan, with wilted brown leaves, the plants seemed as depressed as the people who tended them. "
winced,קריצה</hr>Nicci winced at the ache of the shout echoing around the room. 
wizard,"מכשף</hr>It struck Nicci as an odd thing for the creature to do, almost as if it didn’t fear fire conjured by a wizard. "
wrought,"חשיל</hr>“Begin at the sign of the dagger, as I’ve taught you, just as you’ve practiced, to insure that, at the initiation of the link, what you have wrought will be ready to slice swift and sure.” </hr>It says that within one full year the key must complete what has been wrought with this book.” </hr>It says that within one full year the key must be used to complete what has been wrought with this book.” "
yank,"יאנק</hr>The yank must have pulled him back, because Cara, still holding his other hand, sailed around him as if falling through midair. "
yanked,"יאנקד</hr>It resisted at first, pulling him against the wall, but he burned pewter and yanked harder. "
yelped,"צעק</hr>Vin yelped, trying to jump away, but the object—a rusty nail—shot directly toward her. </hr>Vin yelped, ducking behind the altar as pieces of metal sprayed against the back wall. "
Your,"שלך</hr>“Your brother,” Dockson replied. "
zealous,"קנאי</hr>“Lothain was a zealous prosecutor,” Richard said, half to himself. "
zinc,"אבץ</hr>Kelsier smiled; then—burning zinc—he reached out and yanked firmly on the Inquisitor’s emotions. </hr>For emotions—the external mental powers—you Pull with zinc and Push with brass. </hr>I should be invisible to his senses, she thought, carefully burning both zinc and brass. "
